Time Temperature Pressure Volume Entropy N2 AR HE H O2 OH O H2 H2O HO2 H2O2 CO CO2 HCO CH3 CH4 CH2O T-CH2 S-CH2 C2H4 CH3O C2H5 C2H6 CH C2H2 C2H4OOH OC2H3OOH C2H3 CH2CHO C2H4O HCCO CH2CO C2H CH2OH CH3OH CH3CHO CH3CO C2H5OH CH2CH2OH CH3CHOH CH3CH2O C3H4 C3H3 C3H5 C3H6 C3H8 I-C3H7 N-C3H7 C3H6OOH OC3H5OOH C4H10 PC4H9 SC4H9 C4H8 SC4H9O2 C4H8OOH1-3 NC4KET13 CHCHO
0.00016666666666666666 299.93536689007504 101248.50747433963 7.175206494170705e-05 6891.703176533764 0.7669980927350566 0.0 0.0 9.962241499796319e-69 0.23299904921528905 4.4886045327506936e-48 2.4739290987215674e-60 8.195980467635487e-77 9.564959805801423e-53 2.994850275315289e-43 1.3692072836680314e-62 2.456338508224312e-73 1.6936803569192614e-88 2.780563244372024e-76 1.3641842139259768e-43 2.858049654921986e-06 7.924828069532758e-48 1.738380801361672e-90 4.629343027385251e-92 -2.5799887956291493e-78 3.7846358987823823e-60 -6.099621865663364e-78 -2.0076523290366556e-64 1.2867016044166514e-140 1.309649065274375e-106 -1.20646293196311e-78 -1.7577166451530006e-74 -4.6031168686101085e-118 -7.081513613324278e-119 -3.442629217376931e-130 1.7134264175609947e-162 -6.873120103233218e-137 2.5016649470725022e-163 4.211255709077205e-72 8.118619616457885e-86 5.6922443245190716e-95 1.1351078862014599e-118 1.6827489044927298e-104 -1.8865955420533763e-121 4.701185559519024e-120 6.743025728292883e-95 3.6074207088710195e-156 3.725051945188919e-181 -7.52349768416604e-151 -7.144188135249867e-126 -1.0802612760492959e-113 -6.948755833885816e-146 -5.3558889610169746e-126 -9.902358165788911e-127 -2.848840355986097e-123 -2.676504608969076e-87 -3.1892848908208862e-124 -3.3889330040928704e-123 3.465753576140931e-133 4.2976316468367804e-119 -4.839407106888447e-130 1.0629933494203192e-120 5.157895013335898e-159
0.0003333333333333333 299.76427371045327 101046.16098478602 7.187983585300594e-05 6891.894681813293 0.7669839373217786 0.0 0.0 2.4068749619692657e-67 0.23299474907704065 1.3225336524102993e-46 7.196283962312438e-59 1.482834995764518e-74 4.2584722488607154e-50 4.359722210606643e-42 2.9774030195043523e-60 1.4257944336491038e-71 1.4846671522317386e-85 7.888774040711501e-75 1.9858378607348276e-42 2.1313601181458443e-05 2.3356539359610107e-46 7.480877772239778e-88 1.9809277429174815e-89 3.1726943407033196e-78 8.949534002946638e-59 1.4669593696964048e-77 2.4873288842840828e-64 1.6257125105863253e-136 2.4585114511802906e-105 3.1895424497986914e-78 2.1756116048741475e-74 5.296336666837587e-118 7.97354333999764e-119 -3.7929986319163995e-129 1.1747343319120434e-159 -2.9624982435858025e-136 1.579413148286714e-160 9.781783811410198e-71 7.096366648827626e-83 6.842776663829441e-92 1.9470486645926605e-115 1.4886738112063285e-100 -6.582958295200982e-121 1.9721369591536622e-117 3.9139014105449104e-92 3.5698533150587463e-153 1.3432839019855945e-177 4.1430308682656865e-149 -7.923851906143694e-125 4.54374162072914e-112 2.0538423379664805e-144 1.1701300616799519e-124 1.8828224772211235e-125 -3.1551125119125685e-122 2.2487265202773955e-87 7.33131155389194e-123 9.334504819098231e-122 1.9567474758689095e-132 2.2174774408431848e-118 2.6288335962771736e-128 5.4648561600216954e-120 1.6984384651545923e-156
0.0005 299.5147924039702 100751.33993029593 7.209274412666792e-05 6892.3385981926895 0.7669487626026932 0.0 0.0 1.329329491288934e-66 0.23298406368397256 9.091019895561297e-46 4.8579387644807336e-58 3.9069883804036705e-73 1.40320339873883e-48 1.9746492033102945e-41 6.336802546567498e-59 1.4328412917650086e-70 7.092225114133827e-84 5.132553396280448e-74 8.994182304428203e-42 6.717371333498635e-05 1.6073658766064726e-45 2.3292906046575377e-86 6.145869807644504e-88 2.2197244425685435e-77 5.0185139739956144e-58 1.7825870358848005e-77 1.7393520876519875e-63 3.4594402616975133e-134 7.69543687385e-105 5.133251867061453e-78 1.5238043463973952e-73 3.476361904606135e-117 5.72183555591886e-118 9.404722257144101e-127 2.5625500821481607e-158 3.0513095630120547e-134 3.379272271276471e-159 5.3420062130855784e-70 3.3936688019906943e-81 3.716031859769168e-90 1.3544306251180423e-113 2.512432815850078e-98 1.5838831279939437e-117 5.265812377182172e-116 1.3719920335207254e-90 8.646476639938856e-152 4.942576170505758e-176 2.5222962598310137e-146 1.9886878720878623e-122 6.206377659262675e-111 1.6523891465721653e-143 3.673525652184095e-123 5.9766520369570775e-124 7.975087317843842e-120 -3.353098918432124e-87 2.9693499610605613e-122 3.741796281189441e-121 3.937038588781428e-132 3.988843394906605e-118 3.9999507210544734e-127 9.804275294897071e-120 2.457360867505472e-155
0.0006666666666666666 299.2084405128054 100389.42591526681 7.239072490877036e-05 6893.092534141602 0.7668860599368252 0.0 0.0 4.042953905168538e-66 0.23296501583800147 3.419489139632654e-45 1.789562835567591e-57 3.6221460366787913e-72 1.5828388575713193e-47 5.514724291343846e-41 5.17215678489118e-58 6.956459426883421e-70 1.0179735578012455e-82 1.8067481499707645e-73 2.51178276780196e-41 0.00014892422517417606 6.063518052775737e-45 2.4446722410175426e-85 6.428236202057085e-87 8.155729197222724e-77 1.560563885865335e-57 1.3062002838266578e-76 6.629680528719115e-63 1.3559696534725166e-132 1.8359485390084386e-104 2.5375127170039557e-77 5.6302496772192193e-73 1.1657636190744438e-116 1.8658673080764784e-117 9.765877626978247e-126 2.207988253209016e-157 4.95686349086959e-133 2.902096030492686e-158 1.6079759449345141e-69 4.883260061501842e-80 5.7087519167441116e-89 2.4993142243949655e-112 8.415874213005948e-97 2.256393909059984e-116 4.582266429558138e-115 1.5314124004186468e-89 6.611840552677015e-151 4.6722470623910565e-175 2.9740521731528074e-145 2.089789532612747e-121 7.29710904802307e-110 4.3970179268902314e-142 3.792953072989393e-122 6.795944414599306e-123 8.409352805071519e-119 1.3943303447803885e-86 -7.829154382614137e-122 -1.0081140471949876e-120 4.0944409944594095e-132 3.688834490984709e-118 2.291887888216562e-126 9.165672572478426e-120 1.592778326489854e-154
0.0008333333333333333 298.86176417931426 99979.62158793933 7.277368743148042e-05 6894.190734699323 0.766791332544107 0.0 0.0 8.891180486264722e-66 0.23293623950511747 9.203421742267249e-45 4.715374168258991e-57 1.8708678264837184e-71 9.889776351993864e-47 1.179106944909747e-40 2.4899260259749766e-57 2.257679430512308e-69 7.517872767592537e-82 4.521495597835577e-73 5.370292510859743e-41 0.00027242795077629477 1.641355275501158e-44 1.4049548870460683e-84 3.6811674042093896e-86 1.9189960968745315e-76 3.514854903949344e-57 7.858987784059546e-77 1.5882498398616698e-62 2.0805113509426846e-131 1.2703825177434393e-105 1.5289638894395743e-77 1.331015453101952e-72 2.477056162111402e-116 4.2343796451834586e-117 7.950188710083809e-125 4.93829820821909e-158 4.112704838294998e-132 5.288733261552144e-159 3.490707226693177e-69 3.6180683096012255e-79 4.3953791136887026e-88 2.2151409451652136e-111 1.1634095614483135e-95 2.3935254319269e-115 2.1610989072135223e-114 9.137577297322467e-89 2.2280280793924186e-150 2.4029831898618615e-174 2.3438576589867362e-144 1.7253812506075466e-120 3.1066220619004187e-109 1.713093937609724e-141 1.882999047671442e-121 3.32778016821344e-122 6.972979502509224e-118 4.012602537088219e-87 6.535858916918091e-124 8.343151790876946e-123 7.067559215956422e-132 6.679766996623751e-118 -9.503264218592697e-126 1.6405487316117685e-119 3.062604961992694e-155
0.001 298.4875161818542 99536.38507462549 7.32415150407038e-05 6895.6511283763275 0.7666616812516377 0.0 0.0 1.5925709532039637e-65 0.23289685397318322 1.998139684733294e-44 1.0040652614208249e-56 6.691641817743752e-71 4.243011458905611e-46 2.127881350351097e-40 8.577238593447093e-57 5.67056938641571e-69 3.6354328188541637e-81 9.105264893431927e-73 9.691227581271812e-41 0.0004414647751800068 3.5984514510411415e-44 5.496208659353512e-84 1.4346983442519475e-85 2.4954473706672713e-76 6.463225019156666e-57 3.4916217199465895e-77 2.075689582899195e-62 1.7517117595727642e-130 -7.96961676811009e-104 6.720972686191765e-78 1.7356212906911174e-72 2.874874063013908e-116 5.653363113356795e-117 2.7874202788024902e-124 -5.28801911711334e-156 2.152948376424011e-131 -6.910390518554535e-157 6.168768651863004e-69 1.7560530071005373e-78 2.188038863452296e-87 1.2318202839637035e-110 9.198169225662473e-95 1.0180855716685322e-114 6.93354688196501e-114 3.6719269445396703e-88 -5.636224366359323e-150 1.5680044732900009e-174 9.262101333928005e-144 6.128365586580037e-120 5.537429567598886e-109 2.769250841201133e-141 4.360537474880491e-121 7.593324211539489e-122 2.486681910117689e-117 3.957186279047444e-87 4.946713148452096e-124 6.388213184249992e-123 8.286020456698239e-132 7.916847631597859e-118 -4.945600579316347e-122 1.9465730558305903e-119 -2.515540303517202e-153
0.0011666666666666668 298.0955421932316 99070.55234261791 7.379406523161883e-05 6897.4798440629365 0.7664954787280946 0.0 0.0 2.4802395264078356e-65 0.23284636489070762 3.730502947136595e-44 1.8455930217898622e-56 1.860093445697791e-70 1.4020063447576327e-45 3.4166002649718414e-40 2.3458920577106035e-56 1.1930856644344477e-68 1.3100997764578987e-80 1.5783414575693086e-72 1.5560110220600998e-40 0.0006581563811986093 6.819909497907744e-44 1.6449024835951713e-83 4.277020349301906e-85 3.9426818696317555e-76 1.0348601075083028e-56 1.0368170798962026e-76 3.408034459713404e-62 9.698916263553464e-130 -1.1832323815152399e-102 2.143037222726231e-77 2.761853142852967e-72 4.0378734842003335e-116 9.626515291302516e-117 7.205434131949042e-124 -1.3991671230555142e-154 8.1850023882888e-131 -1.8343001051697149e-155 9.474750332588546e-69 6.353291687177846e-78 8.070324682608075e-87 4.964388208748693e-110 4.952565564455315e-94 3.1499119913779127e-114 1.7099745874198475e-113 1.1247234726466303e-87 -1.6174147119081007e-148 -5.1767332129743564e-173 9.415282387635918e-144 1.607027581507979e-119 1.6711370421857557e-108 7.359677677124628e-141 1.0808021887406778e-120 1.8498109593333407e-121 6.549998268372234e-117 3.119509222533452e-84 1.3828039072344178e-120 1.8200287292905186e-119 4.607675623587278e-130 2.81354663326469e-116 2.7684456012224638e-121 6.745538112123028e-118 -5.733661484333296e-152
0.0013333333333333335 297.69345233251715 98590.20883304247 7.443116969208466e-05 6899.674328286054 0.7662921099172181 0.0 0.0 3.4952001181475653e-65 0.23278458541560465 6.221668398439855e-44 3.047612914891441e-56 4.308082066192289e-70 3.821070510670272e-45 5.038706054140901e-40 5.422999576532065e-56 2.205950602554391e-68 3.802294100998385e-80 2.4536488557000984e-72 2.294697672923944e-40 0.0009233046671778946 1.1621273617980576e-43 4.0391010957084346e-83 1.0460027771459916e-84 3.6817152856178324e-76 1.4998761246350107e-56 -1.2157446053173248e-76 3.1641128516979444e-62 3.9350907831706086e-129 -2.7695858528306268e-102 -2.280413625325512e-77 2.574685831175409e-72 3.3272595816376395e-116 1.351168796213467e-116 1.5494733915733857e-123 -5.4297398634453426e-154 2.4604378710398695e-130 -6.989643134647475e-155 1.3159111085779243e-68 1.8514565391353714e-77 2.3931821322097965e-86 1.5817566092560512e-109 2.0163365823739903e-93 7.88169808746758e-114 3.4894022157762916e-113 2.828592158120237e-87 -1.1785706105324637e-147 -6.460282735408756e-172 -8.055798729308344e-143 3.505450667029788e-119 1.3198210951263205e-108 5.381515412494258e-141 1.4813911639705639e-120 2.4981177543310756e-121 1.4351345339498042e-116 2.0552457071399498e-84 2.264515331569288e-121 2.9528146670057695e-120 1.055540396030026e-129 8.461360693935547e-116 1.4707638683961336e-119 2.0165299153253935e-117 -1.968500195118361e-151
0.0015000000000000002 297.28713225881614 98101.36163304612 7.515263435391089e-05 6902.2255957107645 0.7660517629846159 0.0 0.0 4.570793875784349e-65 0.2327115727089127 9.498391516659918e-44 4.640142196437928e-56 8.696022257128747e-70 8.97790758699423e-45 6.968372932998054e-40 1.103551545890743e-55 3.69804569287865e-68 9.34556991152784e-80 3.5140204490577676e-72 3.1734161002581547e-40 0.0012366643064722208 1.8265857017170524e-43 8.51401283486511e-83 2.19576945857217e-84 1.8851816147723944e-76 2.018037754172804e-56 -2.1508622472590208e-76 1.4729746730237342e-62 1.254472463944645e-128 -3.5792939479582586e-102 -4.010615181209396e-77 1.276947860080911e-72 1.5071303984418438e-116 2.024279336965565e-116 2.3412652668760617e-123 -1.0422668239477455e-153 6.187478186961349e-130 -1.3319816483541175e-154 1.6959301371244098e-68 4.569509031530157e-77 6.015732155969457e-86 4.2167636420065584e-109 6.6424562045222515e-93 1.3127784930826995e-113 6.180807597575694e-113 6.129314346131339e-87 -3.391763453397879e-147 -2.5377505087382963e-171 -3.0975032295396232e-142 5.352281590181328e-119 -1.734695653103525e-108 -6.206259607231261e-141 1.0337999655497686e-120 1.7348188649650565e-121 2.1983693824767322e-116 2.0719856687434913e-84 2.0368849641322525e-121 2.6685775933475062e-120 -2.0176900806115714e-127 1.3014307843483784e-115 -1.3376858221356927e-116 1.8746941220806195e-116 -3.4266585825867394e-151
0.001666666666666667 296.88113310873246 97608.45445139516 7.595823945197254e-05 6905.11990587049 0.7657752594115546 0.0 0.0 5.647700740272955e-65 0.2326275763206059 1.3495736330018382e-43 6.631824582150613e-56 1.5777648261248253e-69 1.8742174914020261e-44 9.167099115079566e-40 2.0327622142482715e-55 5.743254209905956e-68 2.0134216025811793e-79 4.723446333491555e-72 4.17463358626626e-40 0.001597164267840423 2.6950634632080598e-43 1.588928752664892e-82 4.0806716149041295e-84 -3.7461260365102114e-77 2.5646771284281313e-56 -2.2980684514171824e-76 -6.739773892492768e-63 3.2953709597376756e-128 -3.2400290836520525e-102 -4.271725158064014e-77 -3.707711627911421e-73 -2.5794389983716507e-117 3.387259205080448e-116 2.5887674521762028e-123 -1.3040340657540318e-153 1.3540088010837706e-129 -1.6547517737231233e-154 2.064685366205954e-68 9.885275309658733e-77 1.329156641523172e-85 9.779639511076604e-109 1.8547509593676435e-92 1.4975576431956445e-113 9.821455122076767e-113 1.1828705509940794e-86 -6.442676996017266e-147 -6.001516820739476e-171 -6.528508444866256e-142 5.93987646163043e-119 -6.937472765674028e-108 -2.2433112003606644e-140 -2.6565495123878846e-121 7.619074140766662e-122 2.4424760372605626e-116 2.058509868403621e-84 -3.6646469666550266e-121 2.3669767443172715e-120 -7.58022246214517e-123 1.6980536927288484e-115 -4.312288137341425e-112 5.0377551706877285e-112 -3.973219619169745e-151
