Time Temperature Pressure Volume Entropy H2 H O O2 OH H2O HO2 H2O2 C CH CH2 CH2(S) CH3 CH4 CO CO2 HCO CH2O CH2OH CH3O CH3OH C2H C2H2 C2H3 C2H4 C2H5 C2H6 HCCO CH2CO HCCOH N NH NH2 NH3 NNH NO NO2 N2O HNO CN HCN H2CN HCNN HCNO HOCN HNCO NCO N2 AR C3H7 C3H8 CH2CHO CH3CHO
0.00016666666666666666 305.3978117438083 108073.6611201422 7.175206494074365e-05 6892.813336684914 8.953918428361146e-66 -2.4986522226658016e-61 2.536150925842667e-63 0.23239084422340955 5.057995579045094e-61 1.8214604731961297e-61 7.278564190945503e-36 1.7035056662367547e-47 -4.089499046774451e-96 -1.266266562331755e-110 -7.400562061557617e-81 -3.940052663184252e-83 3.4483436960450005e-49 5.543179099928623e-57 2.4949521108444933e-78 8.200532251698046e-79 3.94438070992179e-88 1.1965550979708106e-60 1.6510127492484636e-94 7.828866076070638e-67 2.6769003673065867e-104 1.6124130494052087e-168 -1.5978504710542158e-99 2.3422055101688963e-105 6.434204330422039e-49 1.084091660973969e-53 4.251794174105457e-67 2.2512371144290772e-160 3.968744776932444e-119 8.730650513284892e-167 2.134737075843096e-112 4.922766162616522e-127 -2.164774947379897e-189 -6.488328477984314e-249 4.320973384317094e-69 4.718027710212214e-112 2.4141799724555985e-142 7.012732224128787e-63 3.114810906581083e-130 7.892465511981537e-126 -2.020298448903006e-122 7.667691222502806e-133 -7.398356200051338e-110 1.4866943972685325e-188 -1.4398496206477594e-189 -9.460398516731986e-184 4.444834293294545e-124 0.7649959726820583 0.0 9.502092117343594e-36 0.002613183094532336 1.219860548709073e-103 8.64529438473085e-111
0.0003333333333333333 308.85161498299425 112947.1430184925 7.187983585204252e-05 6892.474098584593 -1.2146832811777929e-57 -1.8405550738928886e-55 -3.420272317072559e-60 0.23183730864751176 1.7039333927044514e-59 2.785139071007494e-59 6.454957663693333e-35 7.318093954908896e-46 -2.703154922808784e-89 9.206920791270627e-106 8.276632106780567e-74 -1.884885035178946e-77 9.19037912962696e-48 6.208645178328681e-55 -3.807643886500818e-74 -1.4132895783294003e-73 5.6795314586697895e-86 8.29945737209508e-59 6.170789924776683e-92 5.57344655861756e-65 5.2970680438071663e-101 -3.482264189236461e-158 1.0092211618001517e-90 2.0153218657159174e-102 1.714831734772288e-47 1.3512257505632133e-52 -1.6138891252220506e-66 -3.5864323016136833e-149 1.1568659376145077e-115 -2.1725626528218143e-156 -2.7184156494765573e-109 3.225399485041029e-116 -3.554257663865908e-179 -2.8669696511283353e-236 3.046185921953863e-63 -5.847433427793555e-109 -4.231729436563913e-139 5.80509828557219e-62 3.806411128104596e-120 3.617483147334107e-119 -3.5016219413371344e-115 -1.295495661957451e-123 -7.945466710795225e-105 1.4913974404221265e-176 2.57922437035976e-181 2.246488788105152e-174 -2.4720859116745144e-116 0.7631738161865512 0.0 8.426882105584281e-35 0.0049888751659372685 1.1177497724037903e-100 -4.1659252120597296e-107
0.0005 310.96383819166044 116392.6439662616 7.209274412570452e-05 6891.457310196209 2.047306398269362e-52 2.082155716411304e-50 5.014650480901336e-55 0.2313278004170963 1.65661188571848e-55 4.0639951611906685e-55 2.485116394507498e-34 7.378569760218613e-45 -9.211645497549482e-83 -4.646713315762005e-100 9.81430295190568e-68 7.445408955582257e-74 7.231629774585611e-47 1.169994000386838e-53 -7.401444235643387e-68 -1.3554199399139548e-67 7.198747718753831e-85 1.2171491409691001e-57 2.1149874382174677e-86 7.904970495352006e-64 5.97564474197052e-96 3.293479412141682e-144 -5.664118946291657e-85 8.904215670460237e-101 1.349353562267187e-46 5.955631888727123e-52 -1.4229343790396585e-65 1.3207956626229712e-137 2.5441372470078825e-113 -8.801666110490182e-145 3.667509584496062e-103 -5.178097938117162e-106 3.3790169020093627e-162 -7.250911967911276e-214 -5.736265059527613e-58 8.087169203791953e-103 1.7735030439671854e-132 2.354562051452993e-61 8.951341898890628e-109 4.2902730389213235e-113 5.276343159636155e-111 2.3273405495594357e-117 1.4343095480430998e-99 -1.3207048674575905e-165 9.815148325137889e-172 -9.295702187825059e-162 -7.79785677625331e-110 0.7614965911408801 0.0 3.244294380689444e-34 0.007175608442023642 1.2134886914107872e-98 1.1442693388782238e-100
0.0006666666666666666 312.1475297683663 118768.97387291634 7.239072490780693e-05 6890.06398308833 2.0146527237398716e-52 -2.04830779625288e-50 4.462157525150073e-55 0.23085484196072958 1.5109972791575247e-56 6.045961920286298e-55 6.228756548172533e-34 3.6825900103581503e-44 1.0273332738146657e-82 6.614742945100915e-101 -1.0197222864640516e-67 7.40765201580186e-74 3.025975316550107e-46 9.24504975606848e-53 7.734940778669092e-68 1.403330704474366e-67 1.103214219874991e-83 8.046426200249794e-57 -3.600416251391559e-86 4.7963991810188096e-63 9.06869982736101e-96 -4.8882869860737356e-144 -5.62512751110503e-85 2.7948676720973744e-99 5.6461938663220045e-46 1.4542162064816768e-51 -1.420330491916955e-65 -8.891465658181447e-138 6.6052510988283745e-112 -1.3667292914050998e-144 2.7024469932149577e-102 8.387124466747554e-107 3.2890990334490374e-162 2.5625759966327867e-213 2.8063186163188927e-58 6.591746569104059e-102 1.3217218648371753e-130 6.042364469047203e-61 1.0537574319760056e-108 -6.668527521556382e-112 4.9648177509009625e-111 2.367603131278668e-117 -6.571416888897701e-100 1.4074064321850133e-164 2.209853115579281e-171 -3.879683715576959e-161 -1.1306549705283517e-109 0.7599396824959819 0.0 8.131578832173396e-34 0.009205475543288282 1.6516749225127015e-97 1.1501020642750477e-99
0.0008333333333333333 312.68935887175354 120353.8112075309 7.2773687430517e-05 6888.466511424406 -1.161461208592341e-50 8.161278098480375e-48 -1.1553586538406124e-53 0.23041326930428277 -1.2329501886531233e-53 -4.7816947900401214e-55 1.1938477591742061e-33 1.1960272965362468e-43 -4.190369648934414e-81 -3.669037722271077e-99 2.242114217863902e-65 -1.8037263186374124e-71 8.501070875768136e-46 4.277753116300033e-52 -1.6973224911548992e-65 -3.0893485114666105e-65 4.090322451380995e-83 3.215871875007939e-56 2.4659376700727124e-83 1.692064612434425e-62 2.903662426633655e-93 -1.1154413903056176e-141 1.3648652365379198e-83 -9.032794312005382e-98 1.5862241612320172e-45 2.4265646614492905e-51 -3.933314815865714e-66 1.509249334179176e-135 3.789250087313417e-111 -1.297658348260499e-141 -1.3997355450337128e-101 5.897140764047477e-103 -1.0349980284326856e-158 -1.6726536479526221e-208 -8.135232564713351e-56 -2.603339160819158e-101 1.6523551733695213e-130 1.1387492591520059e-60 1.8421701838310936e-106 7.350315909037982e-110 4.7422571977785275e-110 -2.4307757099828553e-115 2.973923186930996e-98 2.809371255362629e-161 -2.4002494719777717e-168 -4.6093718058135115e-157 3.779458177556812e-107 0.7584860912197967 0.0 1.5585562050836254e-33 0.011100639475920162 1.6080781790173203e-96 -7.397979068823302e-99
0.001 312.78982167113156 121357.1788704926 7.324151503974039e-05 6886.772755930857 6.016568595614124e-48 1.2488524218534136e-45 4.330064112795823e-51 0.2299993688652604 2.465230840509764e-50 -2.1293078919968305e-50 1.9106438690707425e-33 2.9133085131757813e-43 1.7145418211903224e-79 -2.0608122186540362e-98 1.2500772280027648e-63 -1.1484666023968565e-69 1.822939713092921e-45 1.3797571037969476e-51 -9.439592056330566e-64 -1.725084106618593e-63 -1.3038622433301708e-85 9.121048812921363e-56 1.5190092814022405e-80 4.12247345551259e-62 -1.2862023958365253e-89 -4.0155552786004345e-137 9.763858215180278e-83 -2.8637320486803288e-95 3.4014460568959624e-45 3.136566374902535e-51 1.4886328749616414e-65 2.1406628313910107e-130 1.2894563507718649e-108 -5.18160762575378e-137 -1.8014966457824076e-99 -1.3571388244890481e-97 -3.283758524337687e-150 3.040629558220066e-197 -1.2947597753588986e-53 -2.2843187685750367e-97 3.547854525717717e-126 1.738945965123507e-60 6.7280738876912906e-102 -1.1142165987772177e-109 -1.0901700109812038e-109 2.8865161353585164e-113 4.852415641258273e-97 6.405759017636805e-155 -7.454462038717757e-165 -2.3067601407453953e-153 8.496581405574988e-106 0.7571235927530368 0.0 2.4943262952296427e-33 0.01287703838170234 1.1800248233126852e-94 -2.8196938654184463e-96
0.0011666666666666668 312.58980661656375 121935.56590252023 7.379406523065545e-05 6885.05298689072 6.047545329143536e-48 1.707046946948471e-48 3.641893112870184e-51 0.22961036219427386 1.685748457034537e-52 5.381282584119452e-51 2.6961246351261186e-33 5.796661548464644e-43 4.917230102456213e-82 1.2305886605685928e-101 5.48094767915703e-69 -1.5878671652983167e-73 3.2322875855103975e-45 3.447566715237424e-51 1.5897496020694104e-66 -1.7788971558582038e-66 3.002572560604391e-82 2.0286907298780925e-55 -4.636498286030076e-83 7.737726200847542e-62 -6.673218934683951e-90 -2.159976628598967e-138 -3.3788978847615917e-82 7.140116231186077e-98 6.031169745539328e-45 3.406734553412643e-51 1.8623283000064169e-65 -8.40315506216546e-133 1.3987996844022773e-107 -3.544671245740182e-136 3.0847065512218627e-98 -1.1407338433167606e-98 -2.5338338789378084e-150 -6.74811172287666e-196 1.8050195141413803e-56 7.011366835914667e-97 8.356509675655114e-125 2.3127555594571355e-60 7.369414588475206e-101 5.318551032043734e-111 -5.623003630295629e-110 2.8991965685615996e-113 -1.762705719957919e-100 -2.4389240959544734e-153 -1.2837685321298452e-164 -1.0077590194840372e-152 6.22664053276218e-106 0.7558430408550233 0.0 3.519763511213977e-33 0.014546596950702055 1.2337610384623466e-93 2.8475404337097236e-95
0.0013333333333333335 312.18856645254203 122204.43004548035 7.44311696911213e-05 6883.353847927362 5.785214481518812e-48 -1.011521967189766e-48 2.8934143356819474e-51 0.2292440874417724 1.084210782028966e-53 5.970693939744866e-51 3.476962440051019e-33 9.958598271260299e-43 -9.573912966737072e-84 1.3654560494344256e-102 -6.920785535791485e-72 5.008330283273049e-75 4.997002890711398e-45 7.14959909491839e-51 1.5247827210795438e-66 -1.6945194399454832e-66 5.156110443417217e-82 3.7809569774015406e-55 1.2780686492416975e-83 1.2043005688996238e-61 -6.527687505318494e-90 2.1585222857654402e-139 -3.239068555557063e-82 8.522406089443702e-97 9.323981337044423e-45 3.284618431748533e-51 1.595959842900229e-65 -8.087465697004318e-133 2.9342185225817036e-107 -3.447814753960271e-136 4.863690423441324e-98 -3.438576644694358e-100 -5.509702374461805e-150 -5.666709061507086e-196 -1.4703962846511823e-56 7.139897090880233e-97 1.946151499924245e-124 2.777377759116618e-60 6.584643479992368e-101 -5.968268172469994e-112 -5.56020488762651e-110 2.773501248433735e-113 5.16132488457471e-102 -2.3002427567669914e-153 -1.2203484228910611e-164 -6.205486324725853e-153 5.961676241284738e-106 0.7546373190397123 0.0 4.5391393886617676e-33 0.016118593518514402 1.5399910563044942e-93 5.25102035224985e-95
0.0015000000000000002 311.65607574646043 122248.41777325622 7.515263435294752e-05 6881.706406153445 5.524942512643722e-48 -3.5555766545048986e-48 2.254538113094422e-51 0.22889879739552543 -5.494666744595077e-54 6.286476469058405e-51 4.199408761621897e-33 1.5339823190775554e-42 -9.021888055803174e-86 1.1497094124097829e-103 -2.336964367434367e-73 1.5727573524232085e-76 6.985075049630413e-45 1.289902529697422e-50 1.4557999795444306e-66 -1.6178717691127135e-66 7.557682124306147e-82 6.180564810201809e-55 1.1233246998437087e-82 1.6358168759497416e-61 -5.86364760297356e-90 6.15015445741666e-140 -3.0926629692488035e-82 1.9585051732080516e-96 1.3033561171061932e-44 2.9198084197604156e-51 1.1555527338357532e-65 -8.311327187120499e-134 4.5336139284239684e-107 -3.290771683514949e-136 5.5829465542347115e-98 -2.8638580351673215e-100 -5.443653494562936e-150 -5.744950123622694e-196 -7.0730262541382065e-56 7.288487243425976e-97 3.293643809881838e-124 3.1129547642295275e-60 6.26811957825328e-101 -9.90412177713396e-113 -5.309147441462926e-110 2.648033629969332e-113 -3.268367633828772e-103 -2.1976325888896948e-153 -1.163917919861856e-164 -3.126061537198262e-153 5.69202434211465e-106 0.7535006757452276 0.0 5.482285774015205e-33 0.017600526859245867 1.727076500761166e-93 6.86392717549749e-95
0.001666666666666667 311.04162429004754 122129.35008681282 7.595823945100917e-05 6880.131121423403 5.0542624769819184e-48 -2.279556148543546e-47 -7.794681326029499e-43 0.22857302912513583 -1.6632657540349622e-28 1.912422933152829e-28 4.832109106900549e-33 -2.461949894992513e-42 -5.040017232704163e-74 2.6132035151428166e-85 -1.1940153244416215e-65 -6.405974860208826e-67 4.361073548522767e-41 8.425976728140591e-48 -9.930046246856344e-63 -3.025577958476241e-63 -2.49784637779909e-69 -1.5006794090668152e-49 -2.201305385808416e-52 3.602630897378674e-58 -3.1676348398099058e-62 -2.44530343352411e-105 -1.3441131425044853e-68 -3.454075647895406e-69 8.137384731618384e-41 -1.1554933565741254e-49 4.334757730660768e-54 -1.214675466181968e-108 -1.4905480090539187e-82 -2.574062256083959e-102 -7.78161905029307e-91 -2.6593301968727358e-89 1.2014422893657456e-119 -4.368510597606103e-145 -5.598851385388922e-55 -7.208562661533011e-89 1.4783867469685171e-117 -2.0678688720897883e-55 -3.6444411467337774e-93 1.612079381713402e-102 -6.771851889724678e-99 2.5287123148470581e-113 4.3799790810606604e-85 5.92673572925672e-146 -1.579202899830819e-129 -8.541329154205339e-125 -1.8470077916181878e-100 0.7524282952230584 0.0 5.353865224377935e-28 0.018998675651804815 -1.9688278322915294e-67 -9.110663205905926e-86
